image filepath,label
../notMNIST/G/QnVuZHkgWWVsbG93IEhvbGxvd1NoYWRvd2VkLnR0Zg==.png,G
../notMNIST/J/RGFsZXlzR290aGljLUJsYWNrLm90Zg==.png,J
../notMNIST/F/Q2FycmVOb2lyU3RkLUJvbGRJdGFsaWMub3Rm.png,F
../notMNIST/G/QnVybm91dEEudHRm.png,G
../notMNIST/C/QWlybW9sZSBBbnRpcXVlLnR0Zg==.png,C
../notMNIST/A/QWJpbGVuZUZMRi5vdGY=.png,A
../notMNIST/E/Q29ycGlkQ2RMRi1Cb2xkSXRhbGljLm90Zg==.png,E
../notMNIST/J/RHluYW1lIEJsYWNrIFNTaSBCb2xkLnR0Zg==.png,J
../notMNIST/D/Q2xhaXJ2YXV4TFRTdGQub3Rm.png,D
../notMNIST/B/RGVtb2NyYXRpY2FSZWd1bGFyT2xkc3R5bGUub3Rm.png,B
../notMNIST/D/Q2hlbHRlbmhhbUJULUl0YWxpYy5vdGY=.png,D
../notMNIST/A/R3JlZWsgQm9sZC50dGY=.png,A
../notMNIST/D/QmFjY2FyYXRXaWRlIFJlZ3VsYXIudHRm.png,D
../notMNIST/H/RGVhclRlYWNoZXItTm9ybWFsLnR0Zg==.png,H
../notMNIST/A/Q29vcGVyIEl0YWxpYy50dGY=.png,A
../notMNIST/F/RWNsYXRJQ0cub3Rm.png,F
../notMNIST/H/RnJlaWdodEJpZ0JsYWNrSXRhbGljLnR0Zg==.png,H
../notMNIST/D/QWR2ZXJ0Um91Z2gtT25lLm90Zg==.png,D
../notMNIST/H/QW5uYWJlbGxlIEpGLnR0Zg==.png,H
../notMNIST/F/Q2hhcnRlciBJVEMgQm9sZCBCVC50dGY=.png,F
../notMNIST/I/R3JpZGRlci1ORUcub3Rm.png,I
../notMNIST/G/Q2VudHVyeU9sZFN0eWxlU3RkLVJlZ3VsYXIub3Rm.png,G
../notMNIST/F/QmV0YWNhcGl0YWwudHRm.png,F
../notMNIST/D/Q2xlYXJnb3RoaWMtRXh0cmFCb2xkLm90Zg==.png,D
../notMNIST/B/Q29uc3RydWN0aXZpc3QgU29saWQudHRm.png,B
../notMNIST/J/RnJlbmNoIDExMS5wZmI=.png,J
../notMNIST/F/QWxvZSBJdGFsaWMudHRm.png,F
../notMNIST/I/QXJteSBDb25kZW5zZWQudHRm.png,I
../notMNIST/A/R2FyYW1vbmRQcmVtclByby1NZWRTdWJoLm90Zg==.png,A
../notMNIST/C/Qm9kb25pRUYtTGlnaHQub3Rm.png,C
../notMNIST/G/QWxtb250ZS50dGY=.png,G
../notMNIST/F/Q29zdGFQdGYtRXh0cmFCb2xkLm90Zg==.png,F
../notMNIST/G/Q2VudHVyeUlUQ0NvbmRlbnNlZEJRLUJvb2sub3Rm.png,G
../notMNIST/E/R3JhcGhpdW0gUmVndWxhci50dGY=.png,E
../notMNIST/I/Q2FzdG9yZ2F0ZSAtIFJvdWdoLnR0Zg==.png,I
../notMNIST/F/QXJub3ZhSVRDIFRULnR0Zg==.png,F
../notMNIST/D/Qm9uayBPdXRlcmN1dC50dGY=.png,D
../notMNIST/B/RnV0dXJpc0V4dHJhIEN5cmlsbGljQC50dGY=.png,B
../notMNIST/I/QW1lcmljYW5UeXBld3JpdGVyQlEtTWVkaXVtLm90Zg==.png,I
../notMNIST/J/Qm9sZGZhY2VJdGFsaWMtU2VtaUJvbGQtSXRhbGljLnR0Zg==.png,J
../notMNIST/H/RmxhdCBCcnVzaCBUaGluIE5vcm1hbC50dGY=.png,H
../notMNIST/D/RGF5dHJpcHBlciBQbGFpbi50dGY=.png,D
../notMNIST/B/RWNrbWFubkQudHRm.png,B
../notMNIST/F/SWNsZXJmYWNlLVhsaWdodC5vdGY=.png,F
../notMNIST/B/QWRlbG9uLURlbWlCb2xkSXRhLm90Zg==.png,B
../notMNIST/F/RHJvbW9uLnR0Zg==.png,F
../notMNIST/D/QnJ1c2ggNDQ1IEJULnR0Zg==.png,D
../notMNIST/C/QmFza2VydmlsbGUgQmxhY2sgU1NpIEJvbGQgSXRhbGljLnR0Zg==.png,C
../notMNIST/A/Qm90b25CUS1NZWRpdW1JdGFsaWMub3Rm.png,A
../notMNIST/C/Q29uc29sYXMgSXRhbGljLnR0Zg==.png,C
../notMNIST/F/RWRkaWVGaXNoZXIudHRm.png,F
../notMNIST/I/RkZGIENvc21vcyBDb25kZW5zZWQudHRm.png,I
../notMNIST/J/Q2VyaWdvRUYtQm9sZEl0YWxpYy5vdGY=.png,J
../notMNIST/F/QmxhY2tCZWFyZC5vdGY=.png,F
../notMNIST/A/QmF1ZXJCb2RvbmlCVC1UaXRsaW5nLm90Zg==.png,A
../notMNIST/G/QXZhbnRHYXJkZUlUQ2J5QlQtRXh0cmFMaWdodE9ibC5vdGY=.png,G
../notMNIST/E/Q29seW1waWEtTGlnaHQub3Rm.png,E
../notMNIST/D/QW50aXF1YSAxMDEgV2lkZSBCb2xkLnR0Zg==.png,D
../notMNIST/F/QXVyaW9sTFRTdGQtSXRhbGljLm90Zg==.png,F
../notMNIST/D/R2FyYW1vbmRQcmVtclByby1NZWRJdERpc3Aub3Rm.png,D
../notMNIST/H/QWt6aWRlbnpHcm90ZXNrQkUtTWQub3Rm.png,H
../notMNIST/B/RnV0dXJhIE1kIEJUIE1lZGl1bSBJdGFsaWMudHRm.png,B
../notMNIST/B/QnViYmFMb3ZlLUJvbGQub3Rm.png,B
../notMNIST/J/Q29uY29yZGUgTm92YSAoUikgRXhwZXJ0IEl0YWxpYyBPc0YudHRm.png,J
../notMNIST/G/RWFzdEJsb2NJQ0ctT3Blbi5vdGY=.png,G
../notMNIST/A/RXhvdGljLUJvbGQgV2QudHRm.png,A
../notMNIST/G/Q3VydmF0dXJlLVJvdW5kZWRJdGFsaWMub3Rm.png,G
../notMNIST/F/R3JhbnRFeHRlbmRlZCBPYmxpcXVlLnR0Zg==.png,F
../notMNIST/G/RGVlcGRlbmVCUS1Cb2xkLm90Zg==.png,G
../notMNIST/E/Q2VudHVyeTcyNUJULUl0YWxpYy5vdGY=.png,E
../notMNIST/H/RXhvdGMzNTAgRG1CZCBCVCBEZW1pLUJvbGQudHRm.png,H
../notMNIST/J/QXJjdHVydXMub3Rm.png,J
../notMNIST/J/QXV0b21hdGljUmVndWxhckV4cGVydC5vdGY=.png,J
../notMNIST/F/RnJhbmsgSXRhbGljLnR0Zg==.png,F
../notMNIST/F/Q2hhcnRlciBPU0YgQlQgQmxhY2sgSXRhbGljLnR0Zg==.png,F
../notMNIST/G/Rm9saW8tQm9sZC5vdGY=.png,G
../notMNIST/A/R2FyZGVuemkgLSBEZW1pT2JsaXF1ZS50dGY=.png,A
../notMNIST/F/R3JhcGhpay5vdGY=.png,F
../notMNIST/F/R2xvcmlldHRhLm90Zg==.png,F
../notMNIST/A/R2Vyc3RuZXJCUS1Cb2xkSXRhbGljLm90Zg==.png,A
../notMNIST/F/R2VvbWV0cjIzMSBCVCBSb21hbi50dGY=.png,F
../notMNIST/E/RnV0dXJhIEJvbGQgQ29uZGVuc2VkLnBmYg==.png,E
../notMNIST/A/QmVybGluZ0JRLVNlbWlCb2xkLm90Zg==.png,A
../notMNIST/D/SGVsdmV0aWNhTmV1ZS1UaGluQ29uZC5vdGY=.png,D
../notMNIST/B/Q2Fjb3Bob255IExvdWQudHRm.png,B
../notMNIST/C/QmVsbENlbnRlbm5pYWwtTmFtZUFuZE51bWJlci5vdGY=.png,C
../notMNIST/H/QXJtYWRhLUxpZ2h0Q29tcHJlc3NlZC5vdGY=.png,H
../notMNIST/J/Qm9kb25pIFNpeCBPUyBJVEMgVFQgQm9sZC50dGY=.png,J
../notMNIST/G/QmlraW5pLnR0Zg==.png,G
../notMNIST/B/RW5nbGFuZCBCb2xkSXRhbGljLnR0Zg==.png,B
../notMNIST/H/Q2hhcmxpZSdzIEFuZ2xlcyBPdXRHcmFkaWVudC50dGY=.png,H
../notMNIST/H/RHV0Y2g4MDlCVC1Sb21hbkMub3Rm.png,H
../notMNIST/A/RXBweSBFdmFucyBSb3VuZC50dGY=.png,A
../notMNIST/G/OXNxZ3JkIFRoaW4udHRm.png,G
../notMNIST/E/Qm9kb25pIFNpeCBJVEMgVFQgQm9vay50dGY=.png,E
../notMNIST/I/RGlkb3QtSFRGLU0yNC1NZWRpdW0tSXRhbC5vdGY=.png,I
../notMNIST/B/QmFza2VydmlsbGVULnR0Zg==.png,B
../notMNIST/E/RnV0dXJhU3RkLUNvbmRlbnNlZC5vdGY=.png,E
../notMNIST/H/SGVsdmV0aWNhQlEtSXRhbGljLm90Zg==.png,H
../notMNIST/I/QmVjY2FyaWEudHRm.png,I
../notMNIST/I/Q3Jvbm9zUHJvLUJvbGRDYXB0SXQub3Rm.png,I
../notMNIST/B/R2xvcmlldHRhLm90Zg==.png,B
../notMNIST/C/R2FzLm90Zg==.png,C
../notMNIST/A/QnJhaW5oZWFkLnR0Zg==.png,A
../notMNIST/F/SGFyZHkudHRm.png,F
../notMNIST/E/Q29wcGVycGxhdGVFRi1MaWdodC5vdGY=.png,E
../notMNIST/A/Q3VzaGluZ0VGLUhlYXZ5SXRhbGljLm90Zg==.png,A
../notMNIST/J/QmVydGhhbUJvbGQudHRm.png,J
../notMNIST/I/Rm9saW8tQm9sZENvbmRlbnNlZC5vdGY=.png,I
../notMNIST/I/Q29yb25ldC1TZW1pQm9sZC1JdGFsaWMgRXgudHRm.png,I
../notMNIST/I/RmxldGNoIFdpZGUgQm9sZEl0YWxpYy50dGY=.png,I
../notMNIST/C/Qnl0ZSBQb2xpY2UudHRm.png,C
../notMNIST/I/Q29tcGFjdGFTdGQtQm9sZC5vdGY=.png,I
../notMNIST/B/R2Fwc3Rvd24gU21hbGwgQUggQm9sZC50dGY=.png,B
../notMNIST/A/RnJhbmtsaW5JVENCUS1EZW1pSXRhbGljLm90Zg==.png,A
../notMNIST/C/Q2hlbHRlbmhtIEJUIFJvbWFuLnR0Zg==.png,C
../notMNIST/J/QXVndXN0YVN0ZC1SZWd1bGFyLm90Zg==.png,J
../notMNIST/E/RHV0Y2g4MDlCVC1Sb21hbkMub3Rm.png,E
../notMNIST/A/SGVhZGxpbmUgV2lkZSBCb2xkSXRhbGljLnR0Zg==.png,A
../notMNIST/C/RGlnaXRhbCBkcmVhbSBGYXQgTmFycm93LnR0Zg==.png,C
../notMNIST/D/QXVndXN0YVNjaG51cmtsU3RkLVJlZy5vdGY=.png,D
../notMNIST/J/RnJlaWdodEJpZ0xpZ2h0SXRhbGljU0MudHRm.png,J
../notMNIST/C/Q3VzaGluZ0Jvb2tJdGFsaWMub3Rm.png,C
../notMNIST/H/QXVndXN0YVN0ZC1SZWd1bGFyLm90Zg==.png,H
../notMNIST/B/RGVyYW5nZWQgMS50dGY=.png,B
../notMNIST/J/RWxla3RyaXhMaWdodC5vdGY=.png,J
../notMNIST/A/R290aGFtUm91bmRlZC1MaWdodEl0YWxpYy5vdGY=.png,A
../notMNIST/H/QmV0YVNlbWktQm9sZC5vdGY=.png,H
../notMNIST/I/RXJhcyBSZWd1bGFyLnR0Zg==.png,I
../notMNIST/B/Q3V0dGVyUm9tYW4ub3Rm.png,B
../notMNIST/G/R3JhcGhpdGVTdGQtTGlnaHRXaWRlLm90Zg==.png,G
../notMNIST/E/R3JhcGhpYyBSZWd1bGFyLnR0Zg==.png,E
../notMNIST/D/RmFnb05vTGYtQ2Fwcy5vdGY=.png,D
../notMNIST/F/SGlnaHN0YWtlcyBSZWd1bGFyLnR0Zg==.png,F
../notMNIST/B/RGVsdGFCUS1Cb29rLm90Zg==.png,B
../notMNIST/I/Q29udGV4dCBTZW1pIENvbmRlbnNlZCBTU2kgU2VtaSBDb25kZW5zZWQudHRm.png,I
../notMNIST/C/RmFybmhhbURpc3BsYXktTGlnaHRJdGFsT1NGLm90Zg==.png,C
../notMNIST/D/RWNsaXB0aWMgQlJLLnR0Zg==.png,D
../notMNIST/B/QWx0ZVNjaEQub3Rm.png,B
../notMNIST/F/Q29ybmV0IFNjcmlwdC50dGY=.png,F
../notMNIST/C/QXRsYW50aXggU1NpIFNlbWkgQm9sZCBJdGFsaWMudHRm.png,C
../notMNIST/I/RW1wb3JpdW0ub3Rm.png,I
../notMNIST/C/Qm9va21hbiBPbGQgU3R5bGUgQm9sZCBJdGFsaWMudHRm.png,C
../notMNIST/E/QXJtYWRhLUxpZ2h0Q29tcHJlc3NlZC5vdGY=.png,E
../notMNIST/G/Q2hhbGV0Qm9vayBCb2xkLm90Zg==.png,G
../notMNIST/F/RWxlcGhhbnQgQm9sZC50dGY=.png,F
../notMNIST/G/RHJhZ2dsZSBCUksudHRm.png,G
../notMNIST/F/Qm91Z2FuIFNTaSBTZW1pIEJvbGQudHRm.png,F
../notMNIST/A/QWdlbmN5RkItQm9sZENvbmRlbnNlZC5vdGY=.png,A
../notMNIST/G/Q3VzaGluZ0l0Y1RFRUhlYS50dGY=.png,G
../notMNIST/A/RGlzdHJvIFZpbnlsLnR0Zg==.png,A
../notMNIST/E/QnJ1Y2VzSGFuZCBSZWd1bGFyLnR0Zg==.png,E
../notMNIST/A/RGVtb2NyYXRpY2FCb2xkT2xkc3R5bGUgQm9sZC50dGY=.png,A
../notMNIST/I/Q2VudHVyeSBTY2hvb2xib29rIEdyZWVrIEJULnR0Zg==.png,I
../notMNIST/E/R29yZ2lvIFdpZGUgQm9sZC50dGY=.png,E
../notMNIST/G/SGFsbG9kb2xseS5vdGY=.png,G
../notMNIST/F/QmVybmhhcmRGYXNoaW9uIEJULnR0Zg==.png,F
../notMNIST/I/SHVtbnN0Nzc3IEJsa0NuIEJUIEJsYWNrLnR0Zg==.png,I
../notMNIST/A/RkZGIEFxdWFyaXVzIENvbmRlbnNlZC50dGY=.png,A
../notMNIST/A/RGlhbWFudGVFRi1SZWd1bGFySXRhbGljLm90Zg==.png,A
../notMNIST/H/R29yaWxsYSBSZWd1bGFyLnR0Zg==.png,H
../notMNIST/G/RnJlbmNoIDExMS5wZmI=.png,G
../notMNIST/D/QmVhdSBUaGluIEl0YWxpYy50dGY=.png,D
../notMNIST/G/R2lsbCBTYW5zIE1UIEl0YWxpYy50dGY=.png,G
../notMNIST/C/SGFuIFNvbG8gTGFzZXIudHRm.png,C
../notMNIST/C/RGVTdGlqbC50dGY=.png,C
../notMNIST/B/QmVsd2VTdGQtTGlnaHRJdGFsaWMub3Rm.png,B
../notMNIST/F/QW1lcmljYW5UeXBlQm9sZC5vdGY=.png,F
../notMNIST/C/RXhwcmVzc2FFRi1EZW1pQm9sZC5vdGY=.png,C
../notMNIST/F/QXZhbnRHYXJkZS1Db25kQm9vay5vdGY=.png,F
../notMNIST/I/QXJyb3dFeHRyYUJvbGQub3Rm.png,I
../notMNIST/B/Q29vcGVyIEJsayBCVCBCbGFjay50dGY=.png,B
../notMNIST/G/RmxhbmdlQlEtTGlnaHQub3Rm.png,G
../notMNIST/J/Q29ycG9yYXRlU0V4cGVydEJRLUxpZ2h0Lm90Zg==.png,J
../notMNIST/E/Qm9kb25pSUNHLm90Zg==.png,E
../notMNIST/A/Rm9saW9URUVCb2xDb24udHRm.png,A
../notMNIST/I/QmVuZ3VpYXQgRnJpc2t5IEFUVC50dGY=.png,I
../notMNIST/B/RnV0dXJhLUxpZ2h0T2JsaXF1ZS5vdGY=.png,B
../notMNIST/H/QWR2ZXJ0aXNlcnNHb3RoaWNMaWdodC1SZWd1bGFyLnR0Zg==.png,H
../notMNIST/B/QmVybGluZXJHcm90ZXNrLUxpZ2h0Lm90Zg==.png,B
../notMNIST/G/Q2F4dG9uIExpZ2h0IEl0YWxpYyBCVC50dGY=.png,G
../notMNIST/I/QmFydCBIZWF2eSBOb3JtYWwudHRm.png,I
../notMNIST/F/RmFnb0NvLUNhcHMub3Rm.png,F
../notMNIST/C/QnJhaW5oZWFkLnR0Zg==.png,C
../notMNIST/H/RlogQkFTSUMgMTIgSVRBTElDLnR0Zg==.png,H
../notMNIST/E/R2FsbGlhcmQgQm9sZCBCVC50dGY=.png,E
../notMNIST/A/Qm9kb25pIFNTaS50dGY=.png,A
../notMNIST/G/QW1lcmV0dG8gV2lkZSBCb2xkLnR0Zg==.png,G
../notMNIST/G/QW5nbG8tU2F4b24gQ2Fwcy50dGY=.png,G
../notMNIST/B/Q2FuZGlkYUJULUl0YWxpYy5vdGY=.png,B
../notMNIST/A/SG9nd2FydHNXaXphcmQudHRm.png,A
../notMNIST/C/Q2hlbHRlbmhhbUlUQ2J5QlQtQm9va0l0YWxpYy5vdGY=.png,C
../notMNIST/B/RGlza3VzTFRTdGQtQm9sZC5vdGY=.png,B
../notMNIST/B/RnJhbmtmdXJ0R290aGljSGVhdnkgSXRhbGljLnR0Zg==.png,B
../notMNIST/H/QXJpYWxNVFN0ZC1FeHRyYUJvbGRJdC5vdGY=.png,H
../notMNIST/C/Q29ycG9yYXRlU0V4cGVydEJRLUxpZ2h0Lm90Zg==.png,C
../notMNIST/B/RGFtYWdlLm90Zg==.png,B
../notMNIST/D/QXZhbnRHYXJkZUxULUJvbGQub3Rm.png,D
../notMNIST/A/RnV0dXJhIEJvb2sucGZi.png,A
../notMNIST/E/Q2lyY3VtY2lzaW9uLUJvbGQub3Rm.png,E
../notMNIST/B/RnV0dXJhTFQtQm9va09ibGlxdWUub3Rm.png,B
../notMNIST/E/Q29udGV4dCBTU2kgQm9sZCBJdGFsaWMudHRm.png,E
../notMNIST/C/Q2hvZGEudHRm.png,C
../notMNIST/C/QWxwaGEgRmxpZ2h0LnR0Zg==.png,C
../notMNIST/F/QWlybGluZS5vdGY=.png,F
../notMNIST/G/R2VvIDk4NiBUaGluIEJvbGQudHRm.png,G
../notMNIST/G/OEJhbGxTY3JpcHRTQ2Fwc1NTSyBJdGFsaWMudHRm.png,G
../notMNIST/F/RmF1eENSQS1JdGFsaWMub3Rm.png,F
../notMNIST/F/RnVqaSBOb3JtYWwudHRm.png,F
../notMNIST/J/RWNsaXB0aWMgQlJLLnR0Zg==.png,J
../notMNIST/C/RnV0dXJhQmxhY2tFRi5vdGY=.png,C
../notMNIST/H/Q2h1YmJ5T3V0bGluZS50dGY=.png,H
../notMNIST/E/R2lvdmFubmlFRi1CbGFja0l0YWxpYy5vdGY=.png,E
../notMNIST/F/RG9nbWFPdXRsaW5lIFJlZ3VsYXIudHRm.png,F
../notMNIST/C/Q2xvaXN0ZXJPcGVuRmFjZSBCVC50dGY=.png,C
../notMNIST/F/R2Fpc2VyaWMgRGVtby50dGY=.png,F
../notMNIST/G/QWlybW9sZSBBbnRpcXVlLnR0Zg==.png,G
../notMNIST/I/Qm9kb25pRUYtRGVtaUJvbGQub3Rm.png,I
../notMNIST/G/QmlnIEJhY29uIFRyeW91dC50dGY=.png,G
../notMNIST/I/R2FydGhHcmFwaGljLUNvbmRlbnNlZC5vdGY=.png,I
../notMNIST/C/RGlza3VzTFRTdGQtQm9sZC5vdGY=.png,C
../notMNIST/E/QWF1eCBQcm9UaGluIE9TRi50dGY=.png,E
../notMNIST/I/Q2FzbG9uQm9va0JFLUJvbGRPc0Yub3Rm.png,I
../notMNIST/B/QWlybW9sZSBBbnRpcXVlLnR0Zg==.png,B
../notMNIST/A/SG9sbWVzMDAxLnR0Zg==.png,A
../notMNIST/H/R291ZHlTYW5zU3RkLUJvb2sub3Rm.png,H
../notMNIST/H/Q2hhcnJpbmd0b24gV2lkZS50dGY=.png,H
../notMNIST/F/QmFuY29JVENTdGQtSGVhdnkub3Rm.png,F
../notMNIST/D/RGluZy1Eb25nRGFkZHlPLnR0Zg==.png,D
../notMNIST/G/QW50aXF1YSAxMDEgV2lkZSBCb2xkLnR0Zg==.png,G
../notMNIST/E/QXRoZW5hZXVtU3RkLUJvbGQub3Rm.png,E
../notMNIST/F/Q2VudHVyeUlUQ0JRLUxpZ2h0Lm90Zg==.png,F
../notMNIST/D/Q29seW1waWEtTGlnaHQub3Rm.png,D
../notMNIST/E/SGFtbWVyZWQudHRm.png,E
